Drug_ID,Protein_ID
DB12887,1551
DB13141,1551
DB13174,1551
DB13878,1551
DB13879,1551
DB14631,1551
DB15035,1551
DB15685,1551
DB00717,6715
DB01420,6715
DB13943,6715
DB13944,6715
DB13946,6715
DB00717,6716
DB01420,6716
DB13943,6716
DB13944,6716
DB13946,6716
DB00717,79644
DB01420,79644
DB13943,79644
DB13944,79644
DB13946,79644
DB00668,4128
DB01175,4128
DB06698,4128
DB09130,4128
DB00668,4129
DB01175,4129
DB06698,4129
DB09130,4129
DB06757,48
DB09221,5052
DB00983,54657
DB05015,54657
DB06401,54657
DB09101,54657
DB09183,54657
DB09072,137872
DB06778,4015
DB09130,4015
DB13257,9843
DB08949,84649
DB09338,3697
DB06755,53630
DB00321,7365
DB00455,7365
DB00924,7365
DB06153,7365
DB11837,7365
DB11936,81788
DB00252,2052
DB00808,2052
DB00300,4830
DB00787,4830
DB01262,4830
DB00300,4831
DB00787,4831
DB01262,4831
DB00300,1152
DB00787,1152
DB00300,1158
DB00787,1158
DB00300,1160
DB00787,1160
DB00300,1159
DB00787,1159
DB00153,6120
DB00714,6799
DB00787,5313
DB00787,5315
DB00787,5230
DB00787,5232
DB00787,8803
DB00787,8802
DB00787,8801
DB00787,5106
DB00787,5105
DB00787,122622
DB00787,159
DB00503,54658
DB00555,54658
DB00714,54658
DB00794,54658
DB11796,54658
DB14635,54658
DB00503,54575
DB00555,54575
DB00714,54575
DB00783,54575
DB00794,54575
DB11796,54575
DB14635,54575
DB00503,54659
DB00555,54659
DB00714,54659
DB00783,54659
DB00794,54659
DB11796,54659
DB14635,54659
DB00503,54657
DB00555,54657
DB00714,54657
DB00783,54657
DB00794,54657
DB11796,54657
DB14635,54657
DB00503,54578
DB00555,54578
DB00714,54578
DB00783,54578
DB00794,54578
DB11796,54578
DB14635,54578
DB00503,54577
DB00555,54577
DB00714,54577
DB00783,54577
DB00794,54577
DB11796,54577
DB14635,54577
DB00503,54576
DB00555,54576
DB00714,54576
DB00783,54576
DB00794,54576
DB11796,54576
DB14635,54576
DB00503,54600
DB00555,54600
DB00714,54600
DB00783,54600
DB00794,54600
DB11796,54600
DB14635,54600
DB00503,7366
DB00555,7366
DB00714,7366
DB00794,7366
DB11796,7366
DB14635,7366
DB00503,7363
DB00555,7363
DB00714,7363
DB00783,7363
DB00794,7363
DB11796,7363
DB14635,7363
DB00503,7364
DB00555,7364
DB00714,7364
DB00783,7364
DB00794,7364
DB11796,7364
DB14635,7364
DB14635,27233
DB06077,83592
DB06077,6718
DB06077,10327
DB06077,441282
DB06077,1646
DB06077,8644
DB06077,231
DB00993,55270
DB13257,57817
DB13257,79901
DB14520,79901
DB11936,11001
DB00152,957
DB00152,79178
DB00139,5033
DB00139,8974
DB12668,57094
DB00114,3067
DB00117,3067
DB00142,27165
DB02340,2162
DB00125,4843
DB00155,4843
DB01017,4843
DB01110,4843
DB01234,4843
DB01686,4843
DB01835,4843
DB01997,4843
DB02044,4843
DB02207,4843
DB02234,4843
DB02462,4843
DB02644,4843
DB03100,4843
DB03144,4843
DB03366,4843
DB03449,4843
DB03953,4843
DB04400,4843
DB04534,4843
DB05252,4843
DB05383,4843
DB06879,4843
DB06916,4843
DB07002,4843
DB07003,4843
DB07007,4843
DB07008,4843
DB07011,4843
DB07029,4843
DB07306,4843
DB07318,4843
DB07388,4843
DB07389,4843
DB07405,4843
DB08214,4843
DB08750,4843
DB08814,4843
DB09237,4843
DB11327,4843
DB14649,4843
DB00157,3294
DB13952,3294
DB13953,3294
DB13954,3294
DB13955,3294
DB13956,3294
DB00157,23530
DB01763,23530
DB03461,23530
DB09092,23530
DB00157,128
DB03017,128
DB03704,128
DB04153,128
DB00116,275
DB00157,275
DB04789,275
DB00157,3419
DB06757,3419
DB09092,3419
DB09130,3419
DB00381,8911
DB00568,8911
DB00617,8911
DB00909,8911
DB01118,8911
DB01388,8911
DB04841,8911
DB06152,8911
DB09061,8911
DB09235,8911
DB14011,8911
DB00193,134
DB00201,134
DB00277,134
DB00555,134
DB00640,134
DB00651,134
DB00806,134
DB00824,134
DB00996,134
DB01223,134
DB01303,134
DB01412,134
DB04954,134
DB06471,134
DB09061,134
DB11757,134
DB12569,134
DB12670,134
DB00171,25
DB00619,25
DB01254,25
DB03878,25
DB04868,25
DB06616,25
DB07831,25
DB08043,25
DB08231,25
DB08339,25
DB08350,25
DB08583,25
DB08896,25
DB08901,25
DB12010,25
DB12267,25
DB12323,25
DB00895,2205
DB00154,5742
DB00159,5742
DB00244,5742
DB00316,5742
DB00328,5742
DB00350,5742
DB00461,5742
DB00465,5742
DB00469,5742
DB00500,5742
DB00554,5742
DB00573,5742
DB00586,5742
DB00605,5742
DB00711,5742
DB00712,5742
DB00749,5742
DB00784,5742
DB00788,5742
DB00795,5742
DB00812,5742
DB00814,5742
DB00821,5742
DB00861,5742
DB00870,5742
DB00936,5742
DB00939,5742
DB00945,5742
DB00963,5742
DB00991,5742
DB01009,5742
DB01014,5742
DB01050,5742
DB01283,5742
DB01397,5742
DB01399,5742
DB01401,5742
DB01419,5742
DB01435,5742
DB01600,5742
DB01837,5742
DB01892,5742
DB02047,5742
DB02110,5742
DB02198,5742
DB02266,5742
DB02379,5742
DB02709,5742
DB02773,5742
DB03667,5742
DB03752,5742
DB03753,5742
DB03783,5742
DB04552,5742
DB04557,5742
DB04817,5742
DB06725,5742
DB06736,5742
DB06802,5742
DB07981,5742
DB07983,5742
DB07984,5742
DB08814,5742
DB09061,5742
DB09212,5742
DB09213,5742
DB09214,5742
DB09215,5742
DB09216,5742
DB09288,5742
DB09295,5742
DB11071,5742
DB11079,5742
DB11201,5742
DB11323,5742
DB12445,5742
DB13346,5742
DB13501,5742
DB13783,5742
DB14011,5742
DB00171,157
DB00246,1812
DB00248,1812
DB00334,1812
DB00353,1812
DB00363,1812
DB00397,1812
DB00408,1812
DB00477,1812
DB00502,1812
DB00508,1812
DB00543,1812
DB00589,1812
DB00623,1812
DB00679,1812
DB00714,1812
DB00734,1812
DB00800,1812
DB00805,1812
DB00850,1812
DB00875,1812
DB00988,1812
DB01038,1812
DB01186,1812
DB01200,1812
DB01224,1812
DB01235,1812
DB01238,1812
DB01239,1812
DB01267,1812
DB01403,1812
DB01608,1812
DB01614,1812
DB01621,1812
DB01622,1812
DB01623,1812
DB01624,1812
DB04946,1812
DB05271,1812
DB06077,1812
DB06216,1812
DB09286,1812
DB12093,1812
DB12890,1812
DB14185,1812
DB00398,2324
DB01268,2324
DB04879,2324
DB05075,2324
DB05932,2324
DB06080,2324
DB06589,2324
DB06626,2324
DB08896,2324
DB09078,2324
DB09079,2324
DB12010,2324
DB15685,2324
DB04866,1277
DB00309,81027
DB01229,81027
DB01248,81027
DB01873,81027
DB03010,81027
DB06772,81027
DB08871,81027
DB12334,81027
DB12695,81027
DB00157,4731
DB09270,4731
DB00120,10667
DB00398,2321
DB01268,2321
DB04879,2321
DB05075,2321
DB05913,2321
DB05932,2321
DB06080,2321
DB06589,2321
DB06626,2321
DB07288,2321
DB08896,2321
DB09078,2321
DB09079,2321
DB09221,2321
DB12010,2321
DB15685,2321
DB00138,23657
DB00142,23657
DB00740,23657
DB00795,23657
DB06151,23657
DB11590,23657
DB00157,1717
DB00162,10901
DB03909,3643
DB08513,3643
DB09129,3643
DB12010,3643
DB12267,3643
DB00138,1497
DB00398,5894
DB08896,5894
DB08912,5894
DB12010,5894
DB00157,4728
DB00120,2193
DB09130,7086
DB00166,51601
DB00147,8566
DB00165,8566
DB03909,8566
DB04770,8566
DB04776,8566
DB00559,1910
DB06268,1910
DB06403,1910
DB06460,1910
DB06558,1910
DB08932,1910
DB00157,50814
DB00185,1131
DB00193,1131
DB00202,1131
DB00209,1131
DB00246,1131
DB00280,1131
DB00332,1131
DB00334,1131
DB00342,1131
DB00363,1131
DB00376,1131
DB00383,1131
DB00387,1131
DB00408,1131
DB00411,1131
DB00424,1131
DB00434,1131
DB00458,1131
DB00462,1131
DB00477,1131
DB00496,1131
DB00502,1131
DB00505,1131
DB00517,1131
DB00572,1131
DB00599,1131
DB00622,1131
DB00725,1131
DB00747,1131
DB00767,1131
DB00809,1131
DB00835,1131
DB00934,1131
DB00940,1131
DB00986,1131
DB01019,1131
DB01036,1131
DB01062,1131
DB01069,1131
DB01085,1131
DB01142,1131
DB01151,1131
DB01224,1131
DB01226,1131
DB01231,1131
DB01238,1131
DB01239,1131
DB01337,1131
DB01338,1131
DB01403,1131
DB01409,1131
DB01591,1131
DB01625,1131
DB03128,1131
DB04365,1131
DB04843,1131
DB06153,1131
DB06702,1131
DB06709,1131
DB06787,1131
DB08897,1131
DB09076,1131
DB09089,1131
DB09167,1131
DB09262,1131
DB09300,1131
DB11181,1131
DB11235,1131
DB12278,1131
DB13581,1131
DB13720,1131
DB14185,1131
DB00119,5313
DB02726,5313
DB04551,5313
DB00761,57468
DB00887,57468
DB00006,2147
DB00170,2147
DB00278,2147
DB01123,2147
DB01593,2147
DB01725,2147
DB01766,2147
DB01767,2147
DB02287,2147
DB02723,2147
DB03136,2147
DB03159,2147
DB03847,2147
DB03865,2147
DB04136,2147
DB04591,2147
DB04697,2147
DB04722,2147
DB04771,2147
DB04772,2147
DB04786,2147
DB04898,2147
DB05714,2147
DB06695,2147
DB06838,2147
DB06841,2147
DB06845,2147
DB06850,2147
DB06853,2147
DB06858,2147
DB06859,2147
DB06861,2147
DB06865,2147
DB06866,2147
DB06868,2147
DB06869,2147
DB06878,2147
DB06911,2147
DB06919,2147
DB06929,2147
DB06936,2147
DB06942,2147
DB06947,2147
DB06996,2147
DB07005,2147
DB07016,2147
DB07027,2147
DB07083,2147
DB07088,2147
DB07091,2147
DB07095,2147
DB07105,2147
DB07120,2147
DB07128,2147
DB07131,2147
DB07133,2147
DB07143,2147
DB07165,2147
DB07190,2147
DB07211,2147
DB07277,2147
DB07278,2147
DB07279,2147
DB07353,2147
DB07366,2147
DB07376,2147
DB07400,2147
DB07440,2147
DB07461,2147
DB07508,2147
DB07515,2147
DB07521,2147
DB07522,2147
DB07527,2147
DB07548,2147
DB07549,2147
DB07550,2147
DB07639,2147
DB07658,2147
DB07659,2147
DB07660,2147
DB07665,2147
DB07718,2147
DB07741,2147
DB07796,2147
DB07809,2147
DB07897,2147
DB07934,2147
DB07944,2147
DB07946,2147
DB08061,2147
DB08062,2147
DB08152,2147
DB08187,2147
DB08254,2147
DB08422,2147
DB08546,2147
DB08624,2147
DB09130,2147
DB09332,2147
DB12598,2147
DB12831,2147
DB14487,2147
DB00895,2207
DB00855,210
DB02068,210
DB02239,210
DB02260,210
DB02272,210
DB02878,210
DB04560,210
DB04781,210
DB00157,3283
DB01108,3283
DB01536,3283
DB14538,3283
DB14539,3283
DB14540,3283
DB14541,3283
DB14542,3283
DB14543,3283
DB14544,3283
DB00123,6545
DB00125,6545
DB00145,2743
DB00431,2743
DB00143,4318
DB00786,4318
DB01017,4318
DB01197,4318
DB01296,4318
DB01593,4318
DB01949,4318
DB03683,4318
DB05495,4318
DB07117,4318
DB07246,4318
DB07285,4318
DB14487,4318
DB14533,4318
DB00157,3284
DB01108,3284
DB00126,5033
DB00172,5033
DB01275,5033
DB00470,1268
DB00486,1268
DB02955,1268
DB06155,1268
DB09061,1268
DB09288,1268
DB11745,1268
DB11755,1268
DB14011,1268
DB00177,185
DB00275,185
DB00678,185
DB00796,185
DB00876,185
DB00966,185
DB01029,185
DB01342,185
DB01347,185
DB01349,185
DB08822,185
DB09279,185
DB13919,185
DB00133,6301
DB00157,1737
DB03758,1737
DB03760,1737
DB00155,4842
DB00843,4842
DB01221,4842
DB01821,4842
DB01942,4842
DB01997,4842
DB02027,4842
DB02044,4842
DB02077,4842
DB02143,4842
DB02644,4842
DB02727,4842
DB02991,4842
DB03144,4842
DB03147,4842
DB03247,4842
DB03449,4842
DB03461,4842
DB03707,4842
DB03710,4842
DB03892,4842
DB04223,4842
DB08018,4842
DB08019,4842
DB09241,4842
DB00157,3945
DB02401,3945
DB03940,3945
DB09118,3945
DB11638,3945
DB00795,38
DB09061,38
DB14011,38
DB05737,8399
DB00132,5465
DB00159,5465
DB00197,5465
DB00313,5465
DB00328,5465
DB00412,5465
DB00573,5465
DB00636,5465
DB01039,5465
DB01050,5465
DB01118,5465
DB01241,5465
DB01393,5465
DB01708,5465
DB01890,5465
DB02266,5465
DB02709,5465
DB02746,5465
DB03017,5465
DB03193,5465
DB03756,5465
DB03796,5465
DB04224,5465
DB04519,5465
DB04557,5465
DB04971,5465
DB05187,5465
DB05416,5465
DB06510,5465
DB06521,5465
DB06533,5465
DB06536,5465
DB07215,5465
DB07724,5465
DB08231,5465
DB08915,5465
DB09006,5465
DB09064,5465
DB09213,5465
DB12007,5465
DB12961,5465
DB13873,5465
DB00121,64087
DB00142,10157
DB00157,10157
DB02338,10157
DB04207,10157
DB01234,190
DB14649,190
DB00163,284904
DB01033,3251
DB01632,3251
DB02309,3251
DB03153,3251
DB04356,3251
DB00210,6257
DB00307,6257
DB00412,6257
DB00459,6257
DB00523,6257
DB00755,6257
DB00799,6257
DB00926,6257
DB01393,6257
DB01941,6257
DB02746,6257
DB03756,6257
DB07080,6257
DB07929,6257
DB08175,6257
DB00114,51380
DB00151,51380
DB12095,121278
DB00157,4705
DB00148,1152
DB13191,1152
DB00604,3360
DB00904,3360
DB01079,3360
DB01233,3360
DB04873,3360
DB04917,3360
DB05542,3360
DB05905,3360
DB06422,3360
DB06480,3360
DB08810,3360
DB12702,3360
DB02285,2512
DB09147,2512
DB09517,2512
DB13995,2512
DB00117,3034
DB00126,5351
DB00119,5315
DB01733,5315
DB02726,5315
DB07628,5315
DB07692,5315
DB07697,5315
DB09130,5315
DB11638,5315
DB00157,4725
DB00176,3757
DB00199,3757
DB00204,3757
DB00252,3757
DB00276,3757
DB00280,3757
DB00308,3757
DB00342,3757
DB00346,3757
DB00455,3757
DB00457,3757
DB00458,3757
DB00472,3757
DB00477,3757
DB00489,3757
DB00537,3757
DB00557,3757
DB00604,3757
DB00637,3757
DB00661,3757
DB00675,3757
DB00679,3757
DB00908,3757
DB01026,3757
DB01035,3757
DB01074,3757
DB01100,3757
DB01136,3757
DB01142,3757
DB01149,3757
DB01162,3757
DB01182,3757
DB01195,3757
DB01211,3757
DB01218,3757
DB01244,3757
DB04855,3757
DB04957,3757
DB06144,3757
DB06217,3757
DB06457,3757
DB11090,3757
DB11186,3757
DB11386,3757
DB11633,3757
DB11642,3757
DB00762,116447
DB01030,116447
DB00185,1128
DB00193,1128
DB00202,1128
DB00209,1128
DB00219,1128
DB00245,1128
DB00246,1128
DB00280,1128
DB00332,1128
DB00334,1128
DB00342,1128
DB00354,1128
DB00363,1128
DB00376,1128
DB00383,1128
DB00387,1128
DB00392,1128
DB00408,1128
DB00411,1128
DB00420,1128
DB00424,1128
DB00434,1128
DB00458,1128
DB00462,1128
DB00477,1128
DB00483,1128
DB00496,1128
DB00505,1128
DB00508,1128
DB00517,1128
DB00543,1128
DB00572,1128
DB00622,1128
DB00670,1128
DB00725,1128
DB00747,1128
DB00767,1128
DB00771,1128
DB00782,1128
DB00804,1128
DB00805,1128
DB00809,1128
DB00810,1128
DB00835,1128
DB00875,1128
DB00907,1128
DB00934,1128
DB00940,1128
DB00942,1128
DB00979,1128
DB00986,1128
DB01019,1128
DB01036,1128
DB01062,1128
DB01069,1128
DB01085,1128
DB01142,1128
DB01148,1128
DB01151,1128
DB01175,1128
DB01224,1128
DB01231,1128
DB01233,1128
DB01238,1128
DB01239,1128
DB01403,1128
DB01409,1128
DB01591,1128
DB01618,1128
DB02010,1128
DB03128,1128
DB04365,1128
DB04843,1128
DB05152,1128
DB05766,1128
DB06153,1128
DB06702,1128
DB06787,1128
DB08897,1128
DB09076,1128
DB09089,1128
DB09167,1128
DB09262,1128
DB11156,1128
DB11181,1128
DB11235,1128
DB12278,1128
DB13581,1128
DB14185,1128
DB00157,4726
DB00166,8884
DB00470,1269
DB00486,1269
DB02955,1269
DB06202,1269
DB09061,1269
DB11755,1269
DB14011,1269
DB00157,6307
DB00583,123096
DB00119,5162
DB00157,5162
DB00716,57105
DB08855,57105
DB11858,57105
DB00157,92483
DB00118,262
DB01917,262
DB08163,262
DB00114,64902
DB00119,64902
DB00145,64902
DB00160,64902
DB00973,6646
DB01094,6646
DB00583,6584
DB00141,5973
DB04633,6303
DB00272,3274
DB00321,3274
DB00408,3274
DB00501,3274
DB00585,3274
DB00751,3274
DB00768,3274
DB00797,3274
DB00863,3274
DB00927,3274
DB00940,3274
DB00972,3274
DB01069,3274
DB01142,3274
DB01238,3274
DB05381,3274
DB06216,3274
DB08805,3274
DB08806,3274
DB00987,5423
DB01592,5423
DB03222,5423
DB07479,5423
DB14488,5423
DB14489,5423
DB14490,5423
DB14491,5423
DB14501,5423
DB00173,353
DB01632,353
DB03506,353
DB04272,353
DB00812,5740
DB01240,5740
DB08675,5740
DB00182,6571
DB00206,6571
DB00368,6571
DB00502,6571
DB00579,6571
DB00865,6571
DB00988,6571
DB01089,6571
DB01442,6571
DB01454,6571
DB01472,6571
DB01576,6571
DB01577,6571
DB04821,6571
DB04844,6571
DB05381,6571
DB06706,6571
DB06714,6571
DB08839,6571
DB12161,6571
DB00171,19
DB01016,19
DB01599,19
DB00360,7166
DB12095,7166
DB00255,2099
DB00269,2099
DB00304,2099
DB00367,2099
DB00396,2099
DB00431,2099
DB00481,2099
DB00539,2099
DB00603,2099
DB00624,2099
DB00648,2099
DB00655,2099
DB00675,2099
DB00756,2099
DB00783,2099
DB00823,2099
DB00841,2099
DB00882,2099
DB00890,2099
DB00947,2099
DB00957,2099
DB00977,2099
DB01065,2099
DB01108,2099
DB01183,2099
DB01185,2099
DB01196,2099
DB01357,2099
DB01406,2099
DB01428,2099
DB01431,2099
DB01593,2099
DB01645,2099
DB01708,2099
DB01878,2099
DB02187,2099
DB02615,2099
DB02709,2099
DB02715,2099
DB02746,2099
DB02757,2099
DB02901,2099
DB03467,2099
DB03742,2099
DB03802,2099
DB04216,2099
DB04468,2099
DB04471,2099
DB04573,2099
DB04574,2099
DB04575,2099
DB04824,2099
DB04930,2099
DB04938,2099
DB05966,2099
DB06202,2099
DB06249,2099
DB06374,2099
DB06401,2099
DB06710,2099
DB06732,2099
DB06871,2099
DB06898,2099
DB06927,2099
DB07086,2099
DB07087,2099
DB07195,2099
DB07567,2099
DB07638,2099
DB07678,2099
DB07707,2099
DB07708,2099
DB07712,2099
DB07931,2099
DB07932,2099
DB07933,2099
DB07991,2099
DB08020,2099
DB08047,2099
DB08048,2099
DB08320,2099
DB08398,2099
DB08595,2099
DB08737,2099
DB08773,2099
DB09070,2099
DB09086,2099
DB09371,2099
DB09535,2099
DB11064,2099
DB11219,2099
DB11478,2099
DB11541,2099
DB11619,2099
DB12450,2099
DB13869,2099
DB13943,2099
DB13944,2099
DB13946,2099
DB13951,2099
DB13952,2099
DB13953,2099
DB13954,2099
DB13955,2099
DB13956,2099
DB14487,2099
DB14533,2099
DB14641,2099
DB15690,2099
DB01025,3562
DB01593,3562
DB09221,3562
DB14487,3562
DB14533,3562
DB00157,1645
DB00936,1645
DB00945,1645
DB03461,1645
DB03467,1645
DB04674,1645
DB07768,1645
DB07931,1645
DB00157,11112
DB00431,2569
DB00466,2569
DB01567,2569
DB01592,3040
DB01593,3040
DB02126,3040
DB06154,3040
DB07427,3040
DB07428,3040
DB07645,3040
DB08077,3040
DB08262,3040
DB08486,3040
DB08632,3040
DB09112,3040
DB09130,3040
DB09147,3040
DB09517,3040
DB13257,3040
DB13995,3040
DB14487,3040
DB14488,3040
DB14489,3040
DB14490,3040
DB14491,3040
DB14501,3040
DB14533,3040
DB14975,3040
DB15617,3040
DB00157,3291
DB01185,3291
DB01569,3291
DB14538,3291
DB14539,3291
DB14540,3291
DB14541,3291
DB14542,3291
DB14543,3291
DB14544,3291
DB00255,367
DB00367,367
DB00396,367
DB00421,367
DB00499,367
DB00621,367
DB00623,367
DB00624,367
DB00648,367
DB00655,367
DB00665,367
DB00675,367
DB00717,367
DB00858,367
DB00957,367
DB00984,367
DB01026,367
DB01063,367
DB01128,367
DB01185,367
DB01395,367
DB01406,367
DB01420,367
DB01428,367
DB01481,367
DB01541,367
DB01564,367
DB01608,367
DB01708,367
DB02266,367
DB02901,367
DB02932,367
DB02998,367
DB04709,367
DB04839,367
DB05234,367
DB06133,367
DB06412,367
DB06710,367
DB06713,367
DB06718,367
DB06870,367
DB07039,367
DB07286,367
DB07419,367
DB07421,367
DB07422,367
DB07423,367
DB07454,367
DB07717,367
DB07769,367
DB08035,367
DB08087,367
DB08088,367
DB08089,367
DB08461,367
DB08604,367
DB08804,367
DB08867,367
DB08899,367
DB09086,367
DB09123,367
DB09371,367
DB09389,367
DB11064,367
DB11219,367
DB11429,367
DB11447,367
DB11619,367
DB11901,367
DB12499,367
DB12941,367
DB13155,367
DB13934,367
DB13943,367
DB13944,367
DB13946,367
DB13951,367
DB14583,367
DB14639,367
DB15488,367
DB15647,367
DB00157,217
DB00536,217
DB00822,217
DB02115,217
DB04381,217
DB00014,3973
DB00050,3973
DB06719,3973
DB00157,501
DB11638,501
DB00123,84889
DB00125,84889
DB13146,84889
DB00157,4729
DB00126,1621
DB00822,1621
DB00988,1621
DB00171,10939
DB00761,9990
DB00252,6323
DB00909,6323
DB01121,6323
DB01438,6323
DB01595,6323
DB04930,6323
DB05232,6323
DB00361,203068
DB00541,203068
DB00570,203068
DB01179,203068
DB01394,203068
DB01873,203068
DB03010,203068
DB05284,203068
DB06137,203068
DB09130,203068
DB11638,203068
DB11641,203068
DB12334,203068
DB15534,203068
DB00210,5916
DB00459,5916
DB00523,5916
DB00755,5916
DB00799,5916
DB00926,5916
DB00982,5916
DB02258,5916
DB02466,5916
DB02741,5916
DB03279,5916
DB03466,5916
DB05467,5916
DB05785,5916
DB07031,5916
DB07294,5916
DB12808,5916
DB00321,59340
DB00363,59340
DB00408,59340
DB00477,59340
DB00543,59340
DB01142,59340
DB01238,59340
DB01620,59340
DB05381,59340
DB06148,59340
DB00398,2322
DB01268,2322
DB05465,2322
DB06080,2322
DB06469,2322
DB06595,2322
DB08901,2322
DB09079,2322
DB12010,2322
DB12141,2322
DB12267,2322
DB12500,2322
DB12742,2322
DB12874,2322
DB12978,2322
DB00157,4200
DB01677,4200
DB03499,4200
DB03589,4200
DB03680,4200
DB00157,3948
DB00114,9054
DB00151,9054
DB00160,9054
DB00139,7915
DB00157,7915
DB00313,7915
DB00534,7915
DB00308,3775
DB00908,3775
DB01346,3775
DB00724,51284
DB01611,51284
DB04860,51284
DB05475,51284
DB06530,51284
DB00321,10280
DB00409,10280
DB00502,10280
DB00514,10280
DB00574,10280
DB00652,10280
DB00907,10280
DB00956,10280
DB01488,10280
DB01708,10280
DB03575,10280
DB06174,10280
DB09014,10280
DB11186,10280
DB00152,27010
DB04768,27010
DB00121,3141
DB00157,1727
DB03147,1727
DB09130,1727
DB00157,26227
DB00157,4967
DB00313,4967
DB09092,4967
DB01017,7422
DB01120,7422
DB01136,7422
DB03088,7422
DB05294,7422
DB05434,7422
DB05932,7422
DB05969,7422
DB00114,10993
DB00133,10993
DB00035,552
DB00067,552
DB00872,552
DB02638,552
DB06212,552
DB09059,552
DB13929,552
DB14642,552
DB00142,2729
DB00151,2729
DB00290,3980
DB00157,4697
DB04447,4482
DB00148,1159
DB13191,1159
DB00127,153
DB00187,153
DB00195,153
DB00221,153
DB00243,153
DB00248,153
DB00264,153
DB00335,153
DB00368,153
DB00373,153
DB00397,153
DB00408,153
DB00489,153
DB00521,153
DB00555,153
DB00571,153
DB00598,153
DB00612,153
DB00668,153
DB00841,153
DB00852,153
DB00866,153
DB00871,153
DB00938,153
DB00960,153
DB00983,153
DB01001,153
DB01064,153
DB01102,153
DB01136,153
DB01151,153
DB01182,153
DB01193,153
DB01203,153
DB01210,153
DB01214,153
DB01238,153
DB01288,153
DB01291,153
DB01295,153
DB01297,153
DB01359,153
DB01364,153
DB01407,153
DB01580,153
DB01917,153
DB03566,153
DB04846,153
DB04855,153
DB04861,153
DB06216,153
DB06262,153
DB08347,153
DB08558,153
DB08807,153
DB08808,153
DB09013,153
DB09068,153
DB09204,153
DB09351,153
DB11278,153
DB13781,153
DB00157,4718
DB01136,4718
DB00119,9120
DB00157,622
DB04141,6389
DB04657,6389
DB04795,6389
DB08689,6389
DB09270,6389
DB00281,6336
DB00296,6336
DB00297,6336
DB00473,6336
DB00527,6336
DB00645,6336
DB00721,6336
DB00807,6336
DB00892,6336
DB00961,6336
DB01002,6336
DB01086,6336
DB01161,6336
DB01173,6336
DB06218,6336
DB00119,6567
DB00583,1376
DB01074,1376
DB00142,2746
DB00157,2746
DB00756,2746
DB04137,2746
DB11081,2746
DB00114,55163
DB03247,55163
DB03345,55163
DB00203,8654
DB00277,8654
DB00820,8654
DB00862,8654
DB00975,8654
DB01972,8654
DB03597,8654
DB06237,8654
DB06246,8654
DB06267,8654
DB07954,8654
DB08729,8654
DB12010,8654
DB00157,51478
DB00143,2937
DB00145,2937
DB00151,2937
DB03408,2937
DB04395,2937
DB06151,2937
DB09130,2937
DB00128,443
DB01593,443
DB14487,443
DB14533,443
DB00142,2058
DB00172,2058
DB02510,2058
DB02684,2058
DB03376,2058
DB00144,949
DB00157,4722
DB00909,11280
DB00157,222
DB09116,222
DB00157,3292
DB01536,3292
DB01561,3292
DB02187,3292
DB02323,3292
DB02901,3292
DB03461,3292
DB13951,3292
DB00119,9122
DB00192,6331
DB00252,6331
DB00280,6331
DB00281,6331
DB00379,6331
DB00473,6331
DB00527,6331
DB00532,6331
DB00680,6331
DB00740,6331
DB00750,6331
DB00754,6331
DB00868,6331
DB00908,6331
DB00909,6331
DB01035,6331
DB01056,6331
DB01182,6331
DB01195,6331
DB01228,6331
DB01320,6331
DB01346,6331
DB01426,6331
DB01429,6331
DB04855,6331
DB06217,6331
DB11633,6331
DB00123,3735
DB00290,3978
DB00129,10166
DB00171,8883
DB00007,2798
DB00014,2798
DB00050,2798
DB00106,2798
DB00644,2798
DB00666,2798
DB01406,2798
DB05624,2798
DB06494,2798
DB06699,2798
DB06719,2798
DB06785,2798
DB06788,2798
DB06825,2798
DB11619,2798
DB11853,2798
DB11979,2798
DB00149,23395
DB00398,5159
DB00619,5159
DB01254,5159
DB01268,5159
DB06589,5159
DB06595,5159
DB08896,5159
DB09079,5159
DB09221,5159
DB09283,5159
DB12010,5159
DB12147,5159
DB12978,5159
DB14840,5159
DB00210,5915
DB00459,5915
DB00523,5915
DB00755,5915
DB00799,5915
DB00926,5915
DB02877,5915
DB04942,5915
DB05785,5915
DB12808,5915
DB00171,6833
DB00222,6833
DB00672,6833
DB00731,6833
DB00912,6833
DB01067,6833
DB01120,6833
DB01124,6833
DB01251,6833
DB01252,6833
DB01382,6833
DB00157,2819
DB00331,2819
DB01593,866
DB09130,866
DB14487,866
DB14533,866
DB00204,3776
DB04855,3776
DB00302,5340
DB00513,5340
DB03709,5340
DB09130,5340
DB12831,5340
DB00123,6541
DB00125,6541
DB00129,6541
DB00157,4700
DB00132,5468
DB00159,5468
DB00197,5468
DB00244,5468
DB00313,5468
DB00328,5468
DB00412,5468
DB00573,5468
DB00731,5468
DB00795,5468
DB00845,5468
DB00912,5468
DB00966,5468
DB01014,5468
DB01050,5468
DB01067,5468
DB01118,5468
DB01132,5468
DB01252,5468
DB01393,5468
DB02266,5468
DB02709,5468
DB02746,5468
DB03600,5468
DB03756,5468
DB04224,5468
DB04270,5468
DB04689,5468
DB04971,5468
DB05187,5468
DB05490,5468
DB06510,5468
DB06521,5468
DB06533,5468
DB06536,5468
DB06908,5468
DB06926,5468
DB07053,5468
DB07111,5468
DB07172,5468
DB07208,5468
DB07209,5468
DB07302,5468
DB07509,5468
